no.,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang,thumb_brightness,thumb_contrast,thumb_blurriness,thumb_entropy,t_lang_digit,d_lang_digit,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14
1187,GI9D24qhwRA,Toblerone to remove Matterhorn mountain peak from packaging  - BBC News,Toblerone is to remove the Matterhorn mountain peak from its packaging when some of the chocolate's production is moved from ...,https://i.ytimg.com/vi/GI9D24qhwRA/default.jpg,47990,0,10,1,71,en,0,21,4,128,en,0.1222464967,4.205906489,57.72916667,6.510167768,30,21,-0.4630839566,0.2725456109,-0.7320113634,0.6971722246,0.2781659035,-0.1480910628,0.7420070919,-0.3972875801,0.7658835977,0.5403974534,0.7391790087,0.6423417648,1.668810794,-0.2754276568
1188,6YVw-CafOMs,അമ്മയുടെ അടുത്ത് നിന്ന് പൊങ്കാലയിടണമെന്നാണ്; രണ്ട് വർഷത്തിന് ശേഷം ദേവീ സന്നിധിയിൽ ചിപ്പി,കഴിഞ്ഞ രണ്ട് കൊല്ലം അമ്മയെ മനസ്സിൽ കരുതിയിരിക്കുകയായിരുന്നു; ...,https://i.ytimg.com/vi/6YVw-CafOMs/default.jpg,51210,0,34,1,88,ml,0,24,4,64,ml,0.1475608659,5.293121228,52.72361111,6.557393448,31,22,-0.4630839566,6.362950325,-0.7320113634,1.476459987,0.447435216,-0.1480910628,1.082481438,-0.3972875801,-0.4639164454,0.7996223272,1.474465262,1.691405095,1.252451616,-0.2111173216
1189,sPke0vBa9RY,Justice (R) Saqib Nisar Ka Bara Bayan Aa Gaya | Breaking News | Dawn News,Justice (R) Saqib Nisar Ka Bara Bayan Aa Gaya | Breaking News | Dawn News جسٹس (ر) ثاقب نثار کا بڑا بیان آگیا ...,https://i.ytimg.com/vi/sPke0vBa9RY/default.jpg,100824,0,13,4,73,tl,0,21,9,113,so,0.1118851646,3.990892619,53.78611111,6.596798611,18,9,-0.4630839566,1.0338462,0.4957378484,0.7888531379,-1.753065846,-0.1480910628,0.7420070919,0.5153178871,0.4776492126,-2.570301031,0.4382216737,0.4348729381,1.340829743,-0.1574567021
1190,CMl13h-J11c,Breaking News From Court On Imran Khan Bail | Dunya News,dunyanews #imrankhan #court Breaking News From Court On Imran Khan Bail | Dunya News Welcome to the official channel of ...,https://i.ytimg.com/vi/CMl13h-J11c/default.jpg,113426,0,10,1,56,en,0,19,6,123,en,0.09253312067,3.556210367,52.275,6.60947544,30,21,-0.4630839566,0.2725456109,-0.7320113634,0.009565375282,0.2781659035,-0.1480910628,0.5150241944,-0.03224539317,0.6698054693,0.5403974534,-0.1238816833,0.01544410254,1.215136407,-0.1401938246
1191,kcBEJPsgFQY,"Isa sa mga suspek sa pagpatay kay Negros Oriental Gov. Roel Degamo, patay sa engkwentro | News Live",Patay sa umano'y engkwentro ang isa sa mga suspek sa pagpatay kay Negros Oriental Gov. Roel Degamo. Nag-deklara ang ...,https://i.ytimg.com/vi/kcBEJPsgFQY/default.jpg,285758,0,17,3,99,tl,0,21,7,119,tl,0.09854479557,3.53312792,41.225,6.985571493,18,14,-0.4630839566,2.048913652,0.08648811114,1.98070501,-1.753065846,-0.1480910628,0.7420070919,0.1502757003,0.5929429666,-1.274176663,0.05073463383,-0.006828358423,0.2960038805,0.3719610722
1192,jLWB_pO_nOw,Man Forces Wife to Sleep With Boss for Quick Promotion | ISH News,"In a shocking incident, a woman from Indore in Madhya Pradesh has accused her husband of forcing her into wife swapping for ...",https://i.ytimg.com/vi/jLWB_pO_nOw/default.jpg,17871,0,12,1,65,en,0,22,4,127,en,0.08739030138,3.735336002,45.14444444,6.311626088,30,21,-0.4630839566,0.7800793371,-0.7320113634,0.4221294849,0.2781659035,-0.1480910628,0.8554985407,-0.3972875801,0.746667972,0.5403974534,-0.2732610459,0.188284048,0.622020973,-0.5457950082
1193,S4Os1_8b1X4,US: Donald J Trump dominates CPAC event 2023 | World News | WION,"Banners supporting former U.S. President Donald Trump for the Presidential election 2024, dominated the three-day-long ...",https://i.ytimg.com/vi/S4Os1_8b1X4/default.jpg,12330,0,11,3,64,en,0,18,8,122,en,0.09332189918,3.695602921,51.82638889,6.711873645,30,21,-0.4630839566,0.526312474,0.08648811114,0.3762890283,0.2781659035,-0.1480910628,0.4015327457,0.3327967937,0.6505898436,0.5403974534,-0.1009706644,0.1499452386,1.177821197,-0.0007514090736
1194,hi_wXYbl1SY,&#39;I give up&#39;: Sky News host attempts to decipher Joe Biden&#39;s ramblings,shorts Sky News host Rita Panahi has declared 'I give up' after trying to make sense of yet another one of US President Joe ...,https://i.ytimg.com/vi/hi_wXYbl1SY/default.jpg,27410,0,16,10,81,en,0,24,5,127,en,0.05599892798,2.155040961,22.76111111,6.737012762,30,21,-0.4630839566,1.795146789,2.951236272,1.155576791,0.2781659035,-0.1480910628,1.082481438,-0.2147664866,0.746667972,0.5403974534,-1.185061186,-1.336556924,-1.23981158,0.03348219186
1195,KbZBMNzxhrQ,Acquisition of modern air assets to boost Philippines’ defense system - PBBM,"Pres. Ferdinand Marcos Jr. gets first-hand experience riding an FA50 fighter jet on Tuesday, March 7. The president said ...",https://i.ytimg.com/vi/KbZBMNzxhrQ/default.jpg,131651,0,11,1,76,en,0,20,8,124,en,0.1086284816,4.397954585,45.92361111,6.44554227,30,21,-0.4630839566,0.526312474,-0.7320113634,0.9263745077,0.2781659035,-0.1480910628,0.6285156432,0.3327967937,0.689021095,0.5403974534,0.3436274047,0.827650709,0.6868315999,-0.3634324756
1196,9H8yEe_brsc,埃及吉薩大金字塔中的隱藏走廊－ BBC News 中文,埃及官員表示，他們已經確認在吉薩大金字塔正門上方存在一條隱藏的內部走廊。內窺鏡的片段顯示，走廊內部長9米、寬2.1米。,https://i.ytimg.com/vi/9H8yEe_brsc/default.jpg,12379,0,4,0,27,zh-cn,0,6,1,59,ko,0.1601542023,5.258720736,31.80416667,6.752895486,21,7,-0.4630839566,-1.250055567,-1.141261101,-1.319807867,-1.245257909,-0.1480910628,-0.9603646393,-0.9448508604,-0.5599945738,-3.088750779,1.840253841,1.65821175,-0.4876155167,0.05511074752
1197,Xti8p_Gje3s,Russian forces surround Bakhmut; tide changes as Kyiv&#39;s hold weakens | World News | WION,Bakhmut in eastern Ukraine is now the epicentre of the Russian-Ukraine battle. The Russian and Ukrainian forces are locked in a ...,https://i.ytimg.com/vi/Xti8p_Gje3s/default.jpg,88082,0,15,6,92,en,0,22,5,131,en,0.0682707779,2.797656633,62.94722222,6.546996268,30,21,-0.4630839566,1.541379926,1.314237323,1.659821814,0.2781659035,-0.1480910628,0.8554985407,-0.2147664866,0.8235304747,0.5403974534,-0.8286105671,-0.7164912525,2.102845598,-0.2252758494
1198,r6EzQ5NfrV4,"Pakistan की सीमा पर Iran ने सैकड़ों गधों  को मारा, सब हैरान/ Pakistan Iran News/ Pakistan Crisis","Pakistan की सीमा पर Iran ने सैकड़ों गधों को मारा, सब हैरान/ Pakistan Iran News/ Pakistan ...",https://i.ytimg.com/vi/r6EzQ5NfrV4/default.jpg,941969,0,22,3,96,id,0,21,6,92,hi,0.09516717986,3.713552185,48.49722222,6.60187105,12,8,-0.4630839566,3.317747968,0.08648811114,1.84318364,-2.768681721,-0.1480910628,0.7420070919,-0.03224539317,0.07412107343,-2.829525905,-0.04737227084,0.1672646454,0.9009030643,-0.1505492259
1199,uMlLzyvlKIA,Anti-Kremlin activist: &#39;You must understand Russia is not Putin&#39;,"Dmitry Ivanov, an anti-Kremlin activist, has been jailed for over eight years after criticising and publicising the invasion of Ukraine ...",https://i.ytimg.com/vi/uMlLzyvlKIA/default.jpg,53450,0,12,8,72,en,0,21,6,139,en,0.1184652705,4.324384145,28.05,6.854969498,30,21,-0.4630839566,0.7800793371,2.132736797,0.7430126812,0.2781659035,-0.1480910628,0.7420070919,-0.03224539317,0.9772554801,0.5403974534,0.6293487522,0.7566619266,-0.7998849006,0.1941116883
1200,8cDzu2KbAn8,"Bowling Ball Soccer, ON LEGOS 🎳💀 #bowling #football #soccer #lego #extreme",,https://i.ytimg.com/vi/8cDzu2KbAn8/default.jpg,16921,2,10,6,74,en,0,1,0,3,tl,0.1097304781,3.634395167,16.00833333,6.699556945,30,14,2.104849259,0.2725456109,1.314237323,0.8346935945,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.3756362162,0.09088532373,-1.801503679,-0.01752387529
1201,IXFbe1CiCsk,7-0! Liverpool vs Man Utd - Football Reacts!,The cartoon highlights: https://youtu.be/6TTRPv2bhYk ⚽️ Subscribe to 442oons: http://bit.ly/442oonsSUB ⚽️ Business ...,https://i.ytimg.com/vi/IXFbe1CiCsk/default.jpg,427817,0,8,4,44,en,2,15,15,118,en,0.1103356786,4.15635674,43.89305556,5.825267375,30,21,-0.4630839566,-0.2349881152,0.4957378484,-0.5405201042,0.2781659035,8.3956241,0.06105839943,1.610444448,0.5737273409,0.5403974534,0.3932149932,0.5945307637,0.5179311784,-1.20810187
1202,ZrODVG9Bwt0,The greatest move in soccer history 🔥,"(via @lia.lewis) (via @elysialaramie, @the562org, @LenaSilano @longbeachstatesoccer)",https://i.ytimg.com/vi/ZrODVG9Bwt0/default.jpg,268790,1,6,0,37,en,0,8,12,84,en,0.09412580537,3.223234121,23.35138889,6.88730646,30,21,0.8208826513,-0.7425218413,-1.141261101,-0.8614033005,0.2781659035,-0.1480910628,-0.7333817418,1.062881167,-0.07960393196,0.5403974534,-0.07762024341,-0.3058476875,-1.19071262,0.2381470708
1203,0RTSj_sByHI,My top 5 bowling ball soccer moments 😂,Warning: Do not attempt or recreate anything that you see in this video. These videos are filmed under the supervision of medical ...,https://i.ytimg.com/vi/0RTSj_sByHI/default.jpg,60580,1,7,0,38,en,0,22,5,133,en,0.08957222428,3.028466273,32.725,7.094695281,30,21,0.8208826513,-0.4887549783,-1.141261101,-0.8155628439,0.2781659035,-0.1480910628,0.8554985407,-0.2147664866,0.861961726,0.5403974534,-0.2098844749,-0.4937809447,-0.4110211396,0.5205621597
1204,xv3fGO3noaw,The greatest goal ever made in soccer 😱🤯,,https://i.ytimg.com/vi/xv3fGO3noaw/default.jpg,8610710,2,7,0,40,en,0,1,0,3,tl,0.09586689676,3.104744261,20.14027778,6.89356263,30,14,2.104849259,-0.4887549783,-1.141261101,-0.7238819307,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.02704815325,-0.4201796242,-1.457810961,0.2466665118
1205,BtW8xHCbNII,First Soccer Ball,shorts.,https://i.ytimg.com/vi/BtW8xHCbNII/default.jpg,141115,0,3,0,17,en,0,1,1,7,en,0.1146381885,3.838618935,42.19305556,7.290492949,30,21,-0.4630839566,-1.503822431,-1.141261101,-1.778212433,0.2781659035,-0.1480910628,-1.527821883,-0.9448508604,-1.559207109,0.5403974534,0.5181865575,0.2879426836,0.3765261744,0.7871928077
1206,Eeqlua0UNDg,If a soccer player robbed a house.,,https://i.ytimg.com/vi/Eeqlua0UNDg/default.jpg,683454,0,7,1,34,en,0,1,0,3,tl,0.08329135258,2.91183554,24.41388889,7.188185112,30,14,-0.4630839566,-0.4887549783,-0.7320113634,-0.9989246704,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.3923199365,-0.6063189928,-1.102334492,0.6478734532
1207,iBuTEywEQ6U,HIGHLIGHTS: Liverpool 7-0 Man United | Salah breaks club record as Reds score SEVEN!,All of the goals from Liverpool's emphatic 7-0 win over Manchester United. This video is available with subtitles in nine languages.,https://i.ytimg.com/vi/iBuTEywEQ6U/default.jpg,12369334,0,14,4,84,en,0,23,4,132,en,0.09185846611,3.574942491,57.39861111,6.741724952,30,21,-0.4630839566,1.287613063,0.4957378484,1.293098161,0.2781659035,-0.1480910628,0.9689899894,-0.3972875801,0.8427461004,0.5403974534,-0.1434778353,0.0335188989,1.641315377,0.0398990929
1208,9YzG5nVc6sg,Soccer Song (Football Song) | CoComelon Nursery Rhymes &amp; Kids Songs,"Come on, lets play, play, play! Join JJ and the CoComelon families in a game of soccer! This fun kids song is all about sports and ...",https://i.ytimg.com/vi/9YzG5nVc6sg/default.jpg,267717435,0,10,5,71,en,0,26,8,134,en,0.1487367211,5.059216884,62.45138889,6.961519974,30,21,-0.4630839566,0.2725456109,0.9049875857,0.6971722246,0.2781659035,-0.1480910628,1.309464336,0.3327967937,0.8811773517,0.5403974534,1.50861939,1.465708679,2.061602472,0.3392085261
1209,tpPXu0s7yaM,First Soccer Ball,I purchased every soccer ball even the very first one!,https://i.ytimg.com/vi/tpPXu0s7yaM/default.jpg,5713,0,3,0,17,en,0,10,1,54,en,0.09797553425,3.615486693,51.425,6.789784202,30,21,-0.4630839566,-1.503822431,-1.141261101,-1.778212433,0.2781659035,-0.1480910628,-0.5063988443,-0.9448508604,-0.6560727022,0.5403974534,0.03419975523,0.07264036607,1.144433905,0.1053445549
1210,AqoxZe_P5QQ,RONALDINHO has made a SHOCK RETURN to FOOTBALL📝😱,Thanks For Watching! Let's try and get 350 LIKES?!?! You guys are awesome :) ↓Open for links↓ ▻FACEBOOK: ...,https://i.ytimg.com/vi/AqoxZe_P5QQ/default.jpg,385959,2,8,0,48,pt,0,18,12,108,en,0.06174113423,2.73878146,36.26666667,6.801268346,6,21,2.104849259,-0.2349881152,-1.141261101,-0.3571582777,-3.784297596,-0.1480910628,0.4015327457,1.062881167,0.3815710842,0.5403974534,-1.018271909,-0.7733004394,-0.1164273812,0.1209832737
1211,e5vsUdLAhZE,Football Griddy 🆚 Soccer Griddy 😂,American Football vs European Football... NFL Griddy vs Soccer Griddy.,https://i.ytimg.com/vi/e5vsUdLAhZE/default.jpg,4950865,2,4,0,33,cy,0,10,4,70,en,0.09500941939,3.200709142,23.89444444,6.970670136,14,21,2.104849259,-1.250055567,-1.141261101,-1.044765127,-2.430143096,-0.1480910628,-0.5063988443,-0.3972875801,-0.3486226914,0.5403974534,-0.05195461314,-0.3275822426,-1.145541577,0.3516689079
1212,MB0HeSqQMKM,I CHANGED MY GENDER SO I COULD PLAY SOCCER WITH THE BOYS (it worked),,https://i.ytimg.com/vi/MB0HeSqQMKM/default.jpg,5523202,0,14,2,68,en,0,1,0,3,tl,0.09921897035,3.377432424,31.33194444,7.051000357,30,14,-0.4630839566,1.287613063,-0.3227616261,0.5596508547,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.07031684986,-0.1570603501,-0.5268946845,0.4610598892
1213,qUCX60DTrQ8,The Evolution of a Freestyler: One Year Later with FOOTBOT😍 #footbot #soccer #football #freestyle,,https://i.ytimg.com/vi/qUCX60DTrQ8/default.jpg,6228934,1,14,5,97,en,0,1,0,3,tl,0.09432723142,3.309002684,40.70555556,7.166905191,30,14,0.8208826513,1.287613063,0.9049875857,1.889024097,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.07176958197,-0.2230888252,0.2527967959,0.618895175
1214,TuDGS8TCBuI,Soccer Song (Football Song) | Singalong with Cody! CoComelon Kids Songs,"Come on, lets play, play, play! Join JJ and the CoComelon families in a game of soccer! This fun kids song is all about sports and ...",https://i.ytimg.com/vi/TuDGS8TCBuI/default.jpg,9428448,0,10,4,71,en,0,26,8,134,en,0.1591968929,5.389404078,58.57916667,6.944131642,30,21,-0.4630839566,0.2725456109,0.4957378484,0.6971722246,0.2781659035,-0.1480910628,1.309464336,0.3327967937,0.8811773517,0.5403974534,1.812447641,1.784309288,1.739513296,0.3155296829
1215,Z-BW3ao06MY,"Uncover the key equality among kids, amateurs and PRO’s 😎💪#football #soccer #footbot",,https://i.ytimg.com/vi/Z-BW3ao06MY/default.jpg,23471877,2,13,4,84,en,0,1,0,3,tl,0.08791926628,3.208873595,27.95555556,7.100415619,30,14,2.104849259,1.0338462,0.4957378484,1.293098161,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.2578966252,-0.3197042888,-0.8077407341,0.5283519234
1216,k0pOevvjPaQ,Ashes of Thai Soccer Teen Who Died in UK Return Home,"The ashes of Duangphet “Dom” Phromthep, one of the survivors of the 2018 Thai cave rescue, arrived in his home province of ...",https://i.ytimg.com/vi/k0pOevvjPaQ/default.jpg,123095,0,11,0,52,en,0,22,5,126,en,0.1258130339,4.394849246,46.325,6.744354379,30,21,-0.4630839566,0.526312474,-1.141261101,-0.1737964512,0.2781659035,-0.1480910628,0.8554985407,-0.2147664866,0.7274523463,0.5403974534,0.8427733637,0.8246543389,0.7202188925,0.04347975682
1217,Gz5w747wkZ0,"“Gary, how does it feel to lose 7-0?”",Subscribe to Sky Sports Retro: http://bit.ly/SkySportsRetroSub Gary Neville being asked on Monday Night Football about losing ...,https://i.ytimg.com/vi/Gz5w747wkZ0/default.jpg,1559850,0,9,3,37,en,0,19,9,129,en,0.0622270932,2.757690997,39.80833333,6.329807201,30,21,-0.4630839566,0.01877874787,0.08648811114,-0.8614033005,0.2781659035,-0.1480910628,0.5150241944,0.5153178871,0.7850992233,0.5403974534,-1.004156647,-0.7550544565,0.1781663771,-0.5210365833
1218,-_fvV8eC8kU,Balotelli&#39;s DRINKS 🤣(name the drink) #football #soccer #short,Balotelli's DRINKS (name the drink) #football #soccer #short.,https://i.ytimg.com/vi/-_fvV8eC8kU/default.jpg,7979438,1,10,8,65,en,0,9,7,61,en,0.05555245679,2.318705638,24.8625,6.514405042,30,21,0.8208826513,0.2725456109,2.132736797,0.4221294849,0.2781659035,-0.1480910628,-0.6198902931,0.1502757003,-0.5215633224,0.5403974534,-1.198029478,-1.178635398,-1.065019283,-0.26965748
1219,sMtga50uBhU,My friend pranked me with a fake soccer ball,Warning: Do not attempt or recreate anything that you see in this video. These videos are filmed under the supervision of medical ...,https://i.ytimg.com/vi/sMtga50uBhU/default.jpg,500650,0,9,0,44,en,0,22,5,133,en,0.1196765618,4.006979174,23.51666667,6.545074336,30,21,-0.4630839566,0.01877874787,-1.141261101,-0.5405201042,0.2781659035,-0.1480910628,0.8554985407,-0.2147664866,0.861961726,0.5403974534,0.6645321637,0.4503949998,-1.176964911,-0.2278930723
1220,NxMVpulQ-sM,Soccer Song | CoComelon - It&#39;s Cody Time | CoComelon Songs For Kids | CoComelon Nursery Rhymes,Can you kick it? Yes you can! Join Cody and friends in their quest to win the soccer game. Do you think they can do it?,https://i.ytimg.com/vi/NxMVpulQ-sM/default.jpg,21197104,0,15,7,98,en,0,26,4,119,en,0.1368167366,4.732175682,55.36805556,7.000524904,30,21,-0.4630839566,1.541379926,1.72348706,1.934864553,0.2781659035,-0.1480910628,1.309464336,-0.3972875801,0.5929429666,0.5403974534,1.162389125,1.150143667,1.472414955,0.3923241223
1221,PbZbUkwXxI8,Marcelo &amp; Ronaldo 😢⬆️ #football #viral #soccer,,https://i.ytimg.com/vi/PbZbUkwXxI8/default.jpg,132151,2,6,5,50,it,0,1,0,3,tl,0.1039039239,3.562210992,29.1125,7.409091355,0,14,2.104849259,-0.7425218413,0.9049875857,-0.2654773644,-4.799913471,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.2063969513,0.02123416001,-0.7115067731,0.9486961096
1222,3gQGnvrYVLU,🇫🇷 France Vs 🇲🇦 Morocco | World Cup 2022 #soccer #shorts,,https://i.ytimg.com/vi/3gQGnvrYVLU/default.jpg,1071054,2,8,3,56,en,0,1,0,3,tl,0.04776923275,1.923047845,29.08888889,6.375173099,30,14,2.104849259,-0.2349881152,0.08648811114,0.009565375282,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.424102567,-1.560409179,-0.7134707315,-0.4592588352
1223,l1WfG8jc0Bc,❌😡😏Coach’s reaction #football #soccer #sports,,https://i.ytimg.com/vi/l1WfG8jc0Bc/default.jpg,86838,3,6,3,45,en,0,1,0,3,tl,0.07961083249,2.905589495,43.39722222,7.209753164,30,14,3.388815867,-0.7425218413,0.08648811114,-0.4946796476,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.4992250627,-0.6123458581,0.4766880523,0.6772440968
1224,Eh8m_DEJfzs,¡EL MEJOR! 🇭🇷🔥 #worldcup #panini #futbol #fifaworldcup #modric #soccer,,https://i.ytimg.com/vi/Eh8m_DEJfzs/default.jpg,180101,2,8,7,70,en,0,1,0,3,tl,0.1001619712,3.412343987,31.04861111,7.16659956,30,14,2.104849259,-0.2349881152,1.72348706,0.651331768,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.09770744197,-0.1233738676,-0.5504621852,0.6184789775
1225,l6rZ8Ur1P_Q,Craziest Nutmeg In Ohio ☠️☠️🔥. #shorts #football #soccer #cr7 #messi #nutmeg,,https://i.ytimg.com/vi/l6rZ8Ur1P_Q/default.jpg,6110,3,10,7,76,en,0,1,0,3,tl,0.1042483123,4.108689466,35.10972222,7.224097066,30,14,3.388815867,0.2725456109,1.72348706,0.9263745077,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.2164001261,0.5485361804,-0.2126613423,0.6967771383
1226,n9lwBTwVTzc,Mozambique v Spain | FIFA Beach Soccer World Cup 2021 | Match Highlights,Watch match highlights of Mozambique against Spain in the FIFA Beach Soccer World Cup 2021 group stage. Subscribe to FIFA ...,https://i.ytimg.com/vi/n9lwBTwVTzc/default.jpg,422729,0,11,2,72,en,0,20,4,125,en,0.1121435491,4.218983625,49.15833333,6.864333436,30,21,-0.4630839566,0.526312474,-0.3227616261,0.7430126812,0.2781659035,-0.1480910628,0.6285156432,-0.3972875801,0.7082367206,0.5403974534,0.4457267628,0.6549600118,0.9558938992,0.2068631828
1227,vINLEEm5VVg,When Football meets Soccer🥶,,https://i.ytimg.com/vi/vINLEEm5VVg/default.jpg,7749463,1,4,0,27,en,0,1,0,3,tl,0.08399606209,2.810495314,19.52638889,7.095673473,30,14,0.8208826513,-1.250055567,-1.141261101,-1.319807867,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.3718508024,-0.7041030938,-1.508873879,0.521894229
1228,cCn6VMmQXxA,Shaolin Soccer: The Evil Goalkeeper,The Team Shaolin players are having a hard time with Team Evil's goalkeeper. BINGE MORE: https://youtu.be/esCTSMkj6OE ...,https://i.ytimg.com/vi/cCn6VMmQXxA/default.jpg,25707268,0,5,1,35,en,0,20,11,121,en,0.1479083258,5.065703021,55.39166667,6.969974084,30,21,-0.4630839566,-0.9962887044,-0.7320113634,-0.9530842138,0.2781659035,-0.1480910628,0.6285156432,0.880360074,0.631374218,0.5403974534,1.484557653,1.471967212,1.474378914,0.3507210473
1229,luxPvuK2iEQ,Ruslan au grand cœur 🥺❤️ #shortfootball #om #soccer #football #marseille,,https://i.ytimg.com/vi/luxPvuK2iEQ/default.jpg,26001,2,9,5,72,en,0,1,0,3,tl,0.08015714706,2.779032147,48.61527778,7.239186418,30,14,2.104849259,0.01877874787,0.9049875857,0.7430126812,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.4833566999,-0.734462188,0.9107228562,0.7173253082
1230,WOec4tvl1Sw,"The real question is, is it soccer or football?",,https://i.ytimg.com/vi/WOec4tvl1Sw/default.jpg,119522,0,9,2,47,en,0,1,0,3,tl,0.0813947428,2.846990076,47.71805556,7.086057092,30,14,-0.4630839566,0.01877874787,-0.3227616261,-0.4029987343,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.4474092453,-0.6688889681,0.8360924374,0.5087989661
1231,I_mxycy_-L0,HOW MANY WOULD U DO👀😮‍💨 #football #viral #soccer,,https://i.ytimg.com/vi/I_mxycy_-L0/default.jpg,2377516,2,8,3,48,en,0,1,0,3,tl,0.09941540947,3.299340233,19.64444444,7.227559768,30,14,2.104849259,-0.2349881152,0.08648811114,-0.3571582777,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.07602265998,-0.2324122114,-1.499054087,0.7014925291
1232,OKYhvOZe2PI,Logan Paul Reacts To Dana White Calling Soccer &quot;Least Talented Sport On Earth&quot;,"Video from Ep. 356 Logan Paul Praises Andrew Tate, Slams Liver King For Lying, Warns Paddy The Baddy ...",https://i.ytimg.com/vi/OKYhvOZe2PI/default.jpg,170894,0,15,4,88,en,0,18,6,104,en,0.112165081,4.110383456,55.55694444,6.993050335,30,21,-0.4630839566,1.541379926,0.4957378484,1.476459987,0.2781659035,-0.1480910628,0.4015327457,-0.03224539317,0.3047085815,0.5403974534,0.4463521807,0.5501707262,1.488126623,0.3821455069
1233,aeUPXCDFR-k,The coldest moves in soccer history 🤯,(via @zeemahmad) (via @patshawfs),https://i.ytimg.com/vi/aeUPXCDFR-k/default.jpg,339013,1,6,0,37,en,0,4,6,33,et,0.01567875309,1.048884343,10.15277778,4.493136222,30,28,0.8208826513,-0.7425218413,-1.141261101,-0.8614033005,0.2781659035,-0.1480910628,-1.187347537,-0.03224539317,-1.059600841,2.35497157,-2.356209088,-2.403897446,-2.288565359,-3.022153062
1234,WZcaLofpksU,How Different Animals Save A Goal In Soccer/Football. 😂 Part 1,How I think animals would score a goal in soccer/football. Physical comedy compilation. Part 1 More videos ...,https://i.ytimg.com/vi/WZcaLofpksU/default.jpg,2674621,1,11,2,62,en,0,18,6,110,en,0.118583608,3.998431713,37.87222222,7.40857976,30,21,0.8208826513,0.526312474,-0.3227616261,0.284608115,0.2781659035,-0.1480910628,0.4015327457,-0.03224539317,0.4200023355,0.5403974534,0.6327860055,0.4421474774,0.01712178924,0.9479994372
1235,_dnGSw1MwYk,UAE v Tahiti | FIFA Beach Soccer World Cup 2021 | Match Highlights,Watch match highlights of UAE against Tahiti in the FIFA Beach Soccer World Cup 2021 group stage. Subscribe to FIFA on ...,https://i.ytimg.com/vi/_dnGSw1MwYk/default.jpg,162608,0,11,2,66,en,0,21,4,122,en,0.09894767405,3.736662539,52.67638889,6.840188272,30,21,-0.4630839566,0.526312474,-0.3227616261,0.4679699415,0.2781659035,-0.1480910628,0.7420070919,-0.3972875801,0.6505898436,0.5403974534,0.06243672312,0.1895640347,1.248523699,0.1739831143
1236,XkpesmrWZ2A,363 Soccer Balls Can Fit In A Goal At Once,shorts.,https://i.ytimg.com/vi/XkpesmrWZ2A/default.jpg,663539,0,10,0,42,en,0,1,1,7,en,0.1195909638,3.974404617,31.56805556,6.996048051,30,21,-0.4630839566,0.2725456109,-1.141261101,-0.6322010174,0.2781659035,-0.1480910628,-1.527821883,-0.9448508604,-1.559207109,0.5403974534,0.6620458658,0.4189635151,-0.5072551006,0.3862276958
1237,fIywoqX7JkQ,Mbappe don’t stop ayy #soccer #Futbol #Shorts,,https://i.ytimg.com/vi/fIywoqX7JkQ/default.jpg,37085800,0,8,3,45,en,0,1,0,3,tl,0.1209073506,3.960214709,25.64166667,7.456997394,30,14,-0.4630839566,-0.2349881152,0.08648811114,-0.4946796476,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.7002819023,0.4052715447,-1.000208656,1.013932936
