,Unnamed: 0,Unnamed: 0.1,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang
1080,1080,30,s06w_9DeK0I,US politics in 2022 | A year in review,"This year's most significant political event in the US was the midterm elections. But for the Republicans, things didn't quite go to ...",https://i.ytimg.com/vi/s06w_9DeK0I/default.jpg,1029,0,8,1,38,en,0,24,7,136,en
1081,1081,31,CFEAcWw951A,Chilakaluripet TDP Leaders Warns Chandrababu | Prathipati Pulla Rao | Political Corridor @SakshiTV,Chilakaluripet TDP Leaders Warns Chandrababu | Prathipati Pulla Rao | Political Corridor @SakshiTV ​ #chilakaluripet #tdp ...,https://i.ytimg.com/vi/CFEAcWw951A/default.jpg,76535,0,11,3,98,en,0,13,8,125,en
1082,1082,32,c-evgPk7RmY,Lewis Black&#39;s Rantcast - Florida Politics,Move to Florida for the weather. Stay in spite of the vibe! https://thelaughbutton.podlink.to/Rantcast For advertising opportunities ...,https://i.ytimg.com/vi/c-evgPk7RmY/default.jpg,21235,0,7,4,45,en,0,20,11,136,en
1083,1083,33,OSnys1IDNHU,The Crown Season 2 | Trailer: Politics | Netflix,"With the world undergoing great changes, a damaged British monarchy must confront its past in order to have a future. The Crown ...",https://i.ytimg.com/vi/OSnys1IDNHU/default.jpg,111828,0,7,3,48,en,0,22,5,131,en
1084,1084,34,M9uMJQg_HuA,Politics dampen enthusiasm for FIFA World Cup in Qatar,The Canadian men's national soccer team is days away from kicking off its first FIFA World Cup match since 1986. However ...,https://i.ytimg.com/vi/M9uMJQg_HuA/default.jpg,2790,0,9,0,54,en,0,22,5,124,en
1085,1085,35,feFnET2BRjU,MISSIO - P.O.L.I.T.I.C.S. (Audio),Get The New Album 'The Darker The Weather // The Better The Man' feat. “I See You” & “Rad Drugz” Available Now: ...,https://i.ytimg.com/vi/feFnET2BRjU/default.jpg,586427,0,10,11,33,it,0,20,10,115,en
1086,1086,36,Si1lxcwJqI0,Funny Or Die Presents: Playground Politics - Africa (HBO),"Subscribe to HBO: http://itsh.bo/10qIqsj If you have natural resources, then you'll receive food. HBO on Facebook: ...",https://i.ytimg.com/vi/Si1lxcwJqI0/default.jpg,371277,0,8,4,57,en,0,20,13,118,en
1087,1087,37,4svp8KgBeTk,Dominic Fike - Politics &amp; Violence (Lyrics),Dominic Fike Politics & Violence lyrics video. Dominic Fike Politics and Violence lyrics! Listen to our Top Pop Music Hits ...,https://i.ytimg.com/vi/4svp8KgBeTk/default.jpg,45630,0,6,5,47,en,0,19,6,126,en
1088,1088,38,rqLj6PPYH9g,Ivanka Trump Takes a Step Back From Politics,"Donald Trump's daughter Ivanka was missing in action as he announced his third bid for president. In a statement, she says ""I do ...",https://i.ytimg.com/vi/rqLj6PPYH9g/default.jpg,69822,0,8,0,44,en,0,24,7,132,en
1089,1089,39,-LDtuVBQKKY,New Political Party In Telangana? : తెలంగాణలో కొత్త పార్టీ? నాయకులెవరు? - TV9,Watch LIVE: https://goo.gl/w3aQde తాజా వార్తల కోసం : https://tv9telugu.com/ ▻TV9 LIVE : https://bit.ly/2FJGPps ...,https://i.ytimg.com/vi/-LDtuVBQKKY/default.jpg,36370,0,20,5,77,te,0,22,21,114,te
1090,1090,40,OYFy4R8BxiM,Crying Japanese politician Ryutaro Nonomura is an internet hit - BBC News,Subscribe to BBC News www.youtube.com/bbcnews A video clip of Japanese politician Ryutaro Nonomura crying at a press ...,https://i.ytimg.com/vi/OYFy4R8BxiM/default.jpg,627076,0,11,1,73,en,0,20,6,120,en
1091,1091,41,FXoAo_HTDCA,Former Pakistan PM Imran Khan faces politics ban over gifts case | Latest English News | WION,Former Pakistan prime minister Imran Khan could be barred from political office Friday when the election commission rules on ...,https://i.ytimg.com/vi/FXoAo_HTDCA/default.jpg,17807,0,15,2,93,en,0,19,3,128,en
1092,1092,42,8zuWZCvdIvw,"Lies, Politics and Democracy | FIRST LOOK | FRONTLINE PBS","First look at the opening scene of FRONTLINE's ""Lies, Politics and Democracy."" This journalism is made possible by viewers like ...",https://i.ytimg.com/vi/8zuWZCvdIvw/default.jpg,50243,0,8,3,57,en,0,21,8,131,en
1093,1093,43,5ZCN4LaxpJI,Shivsena Politics |  मुंबईमध्ये शिवसेना आणि ठाकरे गटामध्ये पोस्टर वॉर,UddhavThackeray #ShivSena #ShivSenaCrisis #ShivSenaBhavan #ThackerayCamp https://www.tv9marathi.com is a 24/7 ...,https://i.ytimg.com/vi/5ZCN4LaxpJI/default.jpg,52761,0,19,1,69,mr,0,13,13,113,en
1094,1094,44,BkuF1wz6bX8,Deadly clashes in Iraq as Sadr quits politics,"Heavy clashes erupted in Baghdad, killing almost 20 people, after powerful Shi'ite cleric Moqtada al-Sadr said he would quit ...",https://i.ytimg.com/vi/BkuF1wz6bX8/default.jpg,83247,0,8,0,45,en,0,21,7,128,en
1095,1095,45,DRUEHfxOkhE,North Korea Politics: क्या भाई के बाद बहन Kim Yo-jong को भी मरवा देंगे तानाशाह Kim Jong Un | #TV9D,उत्तर कोरिया के सुप्रीम लीडर किम जोंग उन की पत्नी और उनकी बहन के बीच ...,https://i.ytimg.com/vi/DRUEHfxOkhE/default.jpg,7489,0,27,4,98,hi,0,26,3,72,hi
1096,1096,46,AquJ0ICKimU,Jimmy Talks to Kids - Politics,SUBSCRIBE to get the latest #KIMMEL: http://bit.ly/JKLSubscribe Watch the latest Mean Tweets: http://bit.ly/MeanTweets8 ...,https://i.ytimg.com/vi/AquJ0ICKimU/default.jpg,5558594,0,5,1,30,en,0,19,16,123,en
1097,1097,47,lRzH_McDzxA,Texas politicians react to President Joe Biden&#39;s State of the Union address | KVUE,"After President Biden's State of the Union address, multiple Texas politicians have spoken out on social media. STORY: ...",https://i.ytimg.com/vi/lRzH_McDzxA/default.jpg,747677,0,15,4,86,en,0,19,7,122,en
1098,1098,48,GyxSuHRN_ZY,Bulgaria politics: No clear path to form government,Bulgaria's fourth election in two years looks to have brought back former prime minister Boyko Borissov. But it is forcing some ...,https://i.ytimg.com/vi/GyxSuHRN_ZY/default.jpg,3608,0,8,1,51,en,0,22,5,131,en
1099,1099,49,YBy6Fnyss4c,Political Musical - SNL,Off-Broadway musical Divided We Stand dives head first into the current political climate. #SNL #SNL44 #JonahHill ...,https://i.ytimg.com/vi/YBy6Fnyss4c/default.jpg,2396900,0,3,1,23,it,0,17,8,117,en
1100,1100,0,sABEWA-4kUc,Watch Host&#39;s Reaction When His Question Blows Up In His Face | DM CLIPS | Rubin Report,Dave Rubin of “The Rubin Report” shares a clip of “Meet the Press'” Chuck Todd regretting asking Chris Sununu about Fox News' ...,https://i.ytimg.com/vi/sABEWA-4kUc/default.jpg,518464,0,17,5,90,en,0,22,5,129,en
1101,1101,1,fLhMoxMWHho,How Did Will Smith React To Chris Rock&#39;s Netflix Special?,"Chris Rock didn't pull any punches on Will Smith in his new Netflix special, and those repeated blows reportedly have Smith's ...",https://i.ytimg.com/vi/fLhMoxMWHho/default.jpg,15329,0,12,4,61,en,0,23,6,129,en
1102,1102,2,gHNBKnz3ScQ,See McConnell&#39;s reaction to Tucker Carlson&#39;s Fox News segment,Fox News host Tucker Carlson is facing blow back from Republican leaders for peddling new falsehoods about the January 6 ...,https://i.ytimg.com/vi/gHNBKnz3ScQ/default.jpg,14807,0,13,6,69,en,0,20,3,124,en
1103,1103,3,IXFbe1CiCsk,7-0! Liverpool vs Man Utd - Football Reacts!,The cartoon highlights: https://youtu.be/6TTRPv2bhYk ⚽️ Subscribe to 442oons: http://bit.ly/442oonsSUB ⚽️ Business ...,https://i.ytimg.com/vi/IXFbe1CiCsk/default.jpg,429235,0,8,4,44,en,2,15,15,118,en
1104,1104,4,SGpBmfzIbZA,Aidan Bryant&#39;s emotional reaction to winning 🥺,Aidan Bryant had all the feels when he won America's Got Talent: All-Stars! » Get The America's Got Talent App: ...,https://i.ytimg.com/vi/SGpBmfzIbZA/default.jpg,13427,1,8,3,50,en,0,22,9,115,en
1105,1105,5,OOU58rHmwnU,Scream VI | Final Trailer | Reaction!,Watch Tyrone Magnus's Scream VI | Final Trailer | Reaction! Become a Super Magnusite and watch all of my copyright claimed ...,https://i.ytimg.com/vi/OOU58rHmwnU/default.jpg,10003,0,5,3,37,en,0,20,7,126,en
1106,1106,6,Xn3p286RNK8,How Will Smith Feels About Chris Rock&#39;s Comedy Special (Source),"A source tells ET that Will Smith is 'embarrassed and hurt' by Chris Rock's Netflix comedy special, 'Selective Outrage.' The live ...",https://i.ytimg.com/vi/Xn3p286RNK8/default.jpg,1875312,0,12,5,67,en,0,22,10,133,en
1107,1107,7,NUPbzDFufCQ,Liverpool 7-0 Man United GOAL REACTIONS,ORIGINAL VIDEO: https://www.youtube.com/live/Kmyi0E8WGAc?feature=share SUBSCRIBE TO DR SPORTS: ...,https://i.ytimg.com/vi/NUPbzDFufCQ/default.jpg,169702,0,7,1,39,en,0,14,14,98,de
1108,1108,8,w9S7jpjcOBs,Alisha Weir&#39;s reaction to learning she got the part of Matilda 🥹 #shorts,"SUBSCRIBE: https://bit.ly/2ZflIEC About Netflix After School: Welcome to the official Netflix After School channel, where you can ...",https://i.ytimg.com/vi/w9S7jpjcOBs/default.jpg,1301697,1,14,4,76,en,0,20,11,133,en
1109,1109,9,KNPF-gA-OBs,TMNT MUTANT MAYHEM TRAILER REACTION | Teenage Mutant Ninja Turtles Mutant Mayhem Teaser Trailer,Teenage Mutant Ninja Turtles Mutant Mayhem Teaser Trailer: https://youtu.be/ooZdaF2zMlM Subscribe!,https://i.ytimg.com/vi/KNPF-gA-OBs/default.jpg,74275,0,13,1,95,en,0,13,7,98,en
1110,1110,10,-ObcL0qPfUk,Dragon Ball Z Budokai Tenkaichi 4 Trailer Reaction,Dragon Ball Z Budokai Tenkaichi 4 is REAL and it was just announced at Dragon Ball Z Battle Hour! Watch me react to the DBZ ...,https://i.ytimg.com/vi/-ObcL0qPfUk/default.jpg,97528,0,8,0,50,en,0,25,4,127,en
1111,1111,11,RxZChG9uNz8,Comparison: What If USA Died (Reaction From Different Countries),This Video Show What If USA Died (Reaction From Different Countries) Subscribe For More Interesting Videos! countries reaction ...,https://i.ytimg.com/vi/RxZChG9uNz8/default.jpg,515076,0,9,3,64,en,0,18,6,130,en
1112,1112,12,eiLG3qEtiLs,MAX VERSTAPPEN DOES REACTION SPEED TEST🚦😳  Who Will Win?,Jeremy Lynch vs Max Verstappen Let's see who comes out on top in this reaction speed test: Me versus Formula One world ...,https://i.ytimg.com/vi/eiLG3qEtiLs/default.jpg,109371,2,9,1,56,en,0,23,5,122,en
1113,1113,13,wESIHn7oC_o,Teenage Mutant Ninja Turtles: Mutant Mayhem | Teaser Trailer (2023 Movie) - Reaction!,Watch Tyrone Magnus's Teenage Mutant Ninja Turtles: Mutant Mayhem | Teaser Trailer (2023 Movie) - Seth Rogen - Reaction!,https://i.ytimg.com/vi/wESIHn7oC_o/default.jpg,55838,0,11,6,85,en,0,17,8,120,en
1114,1114,14,Dfke2CMPCXw,funny😎👿😱.......| reaction | #funny #shorts #youtubeshorts #viral,funny      .......| reaction | #funny #shorts #youtubeshorts #viral #short #music #comedy #tiktok #shortsfee.,https://i.ytimg.com/vi/Dfke2CMPCXw/default.jpg,3735739,3,6,13,64,en,0,11,19,109,en
1115,1115,15,gezmVR__RG8,Girls😍 reaction🔥 #shorts #reaction,,https://i.ytimg.com/vi/gezmVR__RG8/default.jpg,2332058,2,4,2,34,en,0,1,0,3,tl
1116,1116,16,TV48dfkRf2Y,BREAKING NEWS! NEW Dragon Ball Tenkaichi Trailer REACTION,"FRESH FROM DRagon Ball Battle Hour, DRAGON BALL TENKAICHI IS BACK!!",https://i.ytimg.com/vi/TV48dfkRf2Y/default.jpg,268754,0,8,1,57,de,0,11,3,67,en
1117,1117,17,d5qIdXug0DM,Teenage Mutant Ninja Turtles: Mutant Mayhem Trailer Reaction,Doug gives his thoughts on the new trailer for Teenage Mutant Ninja Turtles: Mutant Mayhem. Teenage Mutant Ninja Turtles: ...,https://i.ytimg.com/vi/d5qIdXug0DM/default.jpg,26554,0,8,1,60,en,0,19,6,125,en
1118,1118,18,Et7OTr3SqxI,these are just too funny to react to 😂 #dracomalfoy #harrypotter #thirsttrap #reaction #slytherin,thirstythursday #thirsty #comments #dms #response #reaction #yorkshire #accent #egg #sombrero #wizard.,https://i.ytimg.com/vi/Et7OTr3SqxI/default.jpg,128100,1,13,5,97,en,0,11,11,102,en
1119,1119,19,9MqvbbvR4x0,Chemical reaction change in fire 😨 #shorts #science #experiment,Dekha kaise sulphuric acid and pottasium chlorate ki reaction se matches me agg lag gyi THIS IS POWER OF SCIENCE LOVE ...,https://i.ytimg.com/vi/9MqvbbvR4x0/default.jpg,3921906,1,8,3,63,en,0,21,3,121,en
1120,1120,20,uk0IvyBbnAI,Lord Hanuman REACTION by foreigners,We react to th 7 immortals from Hindu Scriptures | BigBrainco. Hindi Video ft. Aadil Roy by the YouTube Channel BigBrainco.,https://i.ytimg.com/vi/uk0IvyBbnAI/default.jpg,18771,0,5,0,35,da,0,20,4,123,en
1121,1121,21,p4PAbtGjbWQ,Comparison: What If United Kingdom Died (Reaction From Different Countries),"This Video Show Subscribe For More Interesting Videos! from different countries,countries reaction of pakistan died,countries ...",https://i.ytimg.com/vi/p4PAbtGjbWQ/default.jpg,97415,0,10,3,75,en,0,17,6,129,en
1122,1122,22,UDIK7jhqELg,A Saints Fan Reaction to Signing Derek Carr,The New Orleans Saints finalized a 4 year deal with former Raiders QB Derek Carr. How does this shake up the NFC South?,https://i.ytimg.com/vi/UDIK7jhqELg/default.jpg,132865,0,8,0,43,en,0,23,2,119,en
1123,1123,23,uejFU8wt0Zw,Ilan Reaction |Reaction to Ilan!,,https://i.ytimg.com/vi/uejFU8wt0Zw/default.jpg,12860460,0,5,2,32,en,0,1,0,3,tl
1124,1124,24,tDb_Gw8M8_A,Ilan Reaction |Tom holland Reaction |Reaction to Tom holland!,,https://i.ytimg.com/vi/tDb_Gw8M8_A/default.jpg,2701312,0,9,3,61,en,0,1,0,3,tl
1125,1125,25,WUB4RzqS_ec,Resident Evil 4 Remake 3rd Trailer Reaction Mashup,Full Reaction Mashups: https://bit.ly/3KczAcf Resident Evil 4 Remake 3rd Trailer Reaction Mashup.,https://i.ytimg.com/vi/WUB4RzqS_ec/default.jpg,54002,0,8,0,50,en,0,15,7,97,en
1126,1126,26,fhz07eQlU3A,Steph Curry&#39;s Priceless Reaction to LeBron James&#39; Three 🤐,"Golden State Warriors vs Los Angeles Lakers - Full Game Highlights | February 23, 2023 | 2022-23 NBA Season NBA X ...",https://i.ytimg.com/vi/fhz07eQlU3A/default.jpg,175979,1,11,6,65,en,0,19,8,117,en
1127,1127,27,2KoLnIwoZKU,Polymerase Chain Reaction (PCR),Polymerase chain reaction (PCR) allows researchers to amplify DNA in a test tube. This process uses an enzyme derived from ...,https://i.ytimg.com/vi/2KoLnIwoZKU/default.jpg,1215880,0,4,2,31,en,0,20,6,126,en
1128,1128,28,GIS261ryyWY,HANGE GAVE EVERYTHING! 😭 Attack on Titan Final Season Reaction,You can check out more of this Reaction Here: https://www.youtube.com/watch?v=0BDwHYkBkN4&t=1150s PATREON: ...,https://i.ytimg.com/vi/GIS261ryyWY/default.jpg,2697,1,9,1,62,en,0,19,15,110,en
1129,1129,29,RHkPcRM7Tbk,What If Biden Died Reaction From Different Countries #shorts,"NOTE: This edit was made purely for entertainment purposes. Pay attention, we do not intend to insult anyone in this video.",https://i.ytimg.com/vi/RHkPcRM7Tbk/default.jpg,15400,0,9,1,60,en,0,21,4,123,en
1130,1130,30,NHnE8c0T9G0,😶‍🌫️​HER REACTION IS FUNNY​😶‍🌫️​#shorts #manhwa  #funnymanhwa #viral #manhwaedit #funnymanhwatiktok,"Name of the manhwa: Love Advice from the Great Duke of Hell manhwa read, funny manhwa, manhwa react, manhwa clips, ...",https://i.ytimg.com/vi/NHnE8c0T9G0/default.jpg,1701121,2,10,6,99,sw,0,20,8,118,en
1131,1131,31,HVMCRgLJ4Pc,How EVERYONE reacted to NEW Dragon ball Z Budokai Tenkaichi Announcement!,"DBZ Budokai Tenkaichi (4) just got announced, so peaks back on the menu boys!!! SOCIALS BELOW!",https://i.ytimg.com/vi/HVMCRgLJ4Pc/default.jpg,199675,0,11,1,73,en,0,16,7,94,en
1132,1132,32,SCvynk563m8,She Doesn&#39;t know she is a ghost 🤣👻 His  reaction 😝🤣#shorts #kdrama #shortsfeed #funny,She Doesn't know she is a ghost His reaction #shorts #kdrama #shortsfeed #funny #newkoreandrama #koreandrama ...,https://i.ytimg.com/vi/SCvynk563m8/default.jpg,58722,4,15,7,89,en,0,16,10,112,en
1133,1133,33,ZB48J30XkGM,Tom holland Reaction |Reaction to Tom holland!,,https://i.ytimg.com/vi/ZB48J30XkGM/default.jpg,1690702,0,7,2,46,en,0,1,0,3,tl
1134,1134,34,r1Zd2h8ypYM,Science Phodd Diya Naa??| Students Reaction😱| Class 10 CBSE Science Exam 2023,Class 10 2023 Science Boards Exam Students Reaction Video Love you all ❤️ Shobhit nirwan.,https://i.ytimg.com/vi/r1Zd2h8ypYM/default.jpg,348856,1,12,4,77,en,1,14,1,89,en
1135,1135,35,IECJhpN6s7c,Shaqs Reaction to CLEARING the bench!💀 #shorts,"LIVE DODGEBALL TOURNEY JULY 15 FEAT RDC, AMP, JIDION + MORE https://bit.ly/DodgeYTDescription Follow our ...",https://i.ytimg.com/vi/IECJhpN6s7c/default.jpg,8055363,1,7,2,46,en,0,16,11,108,en
1136,1136,36,fJRGDW4lbss,The Media&#39;s Reaction to Woody Harrelson&#39;s SNL Monologue,Taken from JRE #1948 w/Tony Hichcliffe & Brian Redban: ...,https://i.ytimg.com/vi/fJRGDW4lbss/default.jpg,1957243,0,12,6,63,en,0,9,7,58,en
1137,1137,37,sVH04K63NL8,I&#39;M DEAD AND NINTENDO KILLED ME (Metroid Dread Trailer Reaction),i cant.,https://i.ytimg.com/vi/sVH04K63NL8/default.jpg,633691,0,12,5,68,en,0,2,1,7,ca
1138,1138,38,oIIGIZeopCo,Her Reaction🥺 #shorts,Rosé's reaction when Lisa tells her that she's pretty       #shorts #rosé #lisa #fyp #jisoo #jennie #blackpink #viral #tiktok #edit ...,https://i.ytimg.com/vi/oIIGIZeopCo/default.jpg,7102109,1,3,1,21,en,0,21,15,135,en
1139,1139,39,wD9BBMCQIRs,Mark Goldbridge Reaction To Klopp&#39;s Comments About Man United,Mark Goldbridge's reaction to Jurgen Klopp's Man United comments from his press conference ahead of Sunday's match between ...,https://i.ytimg.com/vi/wD9BBMCQIRs/default.jpg,117769,0,11,3,65,en,0,21,6,126,en
1140,1140,40,-6xHnYTGuzk,&#39;How Bad are the Pics?&#39; Matt Hancock&#39;s Reaction to Leaked Affair Images,'How Bad are the Pics?' Matt Hancock's Reaction to Leaked Affair Images New leaked messages show Matt Hancock's attempts ...,https://i.ytimg.com/vi/-6xHnYTGuzk/default.jpg,153853,0,16,10,83,en,0,21,8,124,en
1141,1141,41,IYW4IPwFwgY,Merse&#39;s reaction to that late Arsenal WINNER for all three points 😅,SUBSCRIBE ▻ https://bit.ly/SubscribeSkySportsPL PREMIER LEAGUE HIGHLIGHTS ▻ http://bit.ly/SkySportsPLHighlights2223 ...,https://i.ytimg.com/vi/IYW4IPwFwgY/default.jpg,191990,1,13,3,71,en,0,12,13,119,vi
1142,1142,42,zJYSvdVREIw,SPIDER-MAN: No Way Home - Cast Audition Reactions,"In honor of #SpiderManNoWayHome's release on Digital, we're taking a look back at Tom Holland, Zendaya, and Jacob Batalon's ...",https://i.ytimg.com/vi/zJYSvdVREIw/default.jpg,4364399,0,8,3,49,en,0,22,10,127,en
1143,1143,43,MLvCppgEy-c,my husbands reaction to my hate😭OMG,,https://i.ytimg.com/vi/MLvCppgEy-c/default.jpg,17320496,1,6,0,35,en,0,1,0,3,tl
1144,1144,44,Qou_IBSpISc,PRICELESS reaction! 🤣,Danielle Colline celebrated too early in her match against Karolína Muchova in the second round of the Australian Open 2023.,https://i.ytimg.com/vi/Qou_IBSpISc/default.jpg,3288949,1,2,1,21,en,0,20,1,124,en
1145,1145,45,sOMRAd8tFjE,Most POWERFUL Hindu Gods REACTION,"Foreigners react to the Most Powerful Hindu Gods. Lord Krishna, Kali, Shiva, Hanuman, Narasimha, Lord Vishnu. Wrathful ...",https://i.ytimg.com/vi/sOMRAd8tFjE/default.jpg,8145141,0,5,0,33,de,0,17,10,122,en
1146,1146,46,a8Rj3plhY6s,Mbappe&#39;s SIGMA REACTION to Neymar&#39;s Free kick 💯🤣🔥,neymar free kick neymar skills neymar goals mbappe skills mbappe goals #mbappe #neymar #footballshorts.,https://i.ytimg.com/vi/a8Rj3plhY6s/default.jpg,925639,3,11,6,57,en,0,14,4,103,en
1147,1147,47,4-yPeCpk0zg,This dog’s reaction of getting adopted is awesome 🙌,,https://i.ytimg.com/vi/4-yPeCpk0zg/default.jpg,8668369,1,9,0,51,en,0,1,0,3,tl
1148,1148,48,-TuZlpOihtg,TREASURE - &#39;HELLO&#39; M/V REACTION,TREASURE #트레저 #2ndMINIALBUM #THESECONDSTEP_CHAPTERTWO #HELLO #MV_REACTION #HELLOeverywhere ...,https://i.ytimg.com/vi/-TuZlpOihtg/default.jpg,721022,0,7,8,39,vi,0,7,11,94,en
1149,1149,49,iLbxhU-3W4M,ICE SPICE PINK PANTHERESS BOYS A LIAR REACTION TONIGHT #pinkpantheress #icespice,,https://i.ytimg.com/vi/iLbxhU-3W4M/default.jpg,7224517,0,11,2,80,en,0,1,0,3,tl
1150,1150,0,SWItecSi_uA,"White House gives update on Americans kidnapped, killed in Mexico","The White House said it was working with Mexican officials after Mexico's security agency announced on Tuesday, March 7, that ...",https://i.ytimg.com/vi/SWItecSi_uA/default.jpg,73948,0,10,1,65,en,0,21,6,129,en
1151,1151,1,FnHP_xJl2bU,Miami barber shares horrifying experience after being kidnapped in Mexico,A Miami barber is sharing his horrifying experience with Local 10 News after being kidnapped in Mexico.,https://i.ytimg.com/vi/FnHP_xJl2bU/default.jpg,5282,0,10,0,73,en,0,17,1,103,en
1152,1152,2,tMejbF7V-kI,Travel warnings issued for Mexico after 2 Americans were killed after crossing border,"A road trip to Mexico for cosmetic surgery veered violently off course when four Americans were caught in a drug cartel shootout, ...",https://i.ytimg.com/vi/tMejbF7V-kI/default.jpg,262153,0,13,0,85,en,0,22,4,133,en
1153,1153,3,GNG-6TTpQA4,NEWS - 音楽 -2nd Movement- [60&quot;SPOT],2023年3月15日発売 NEWS 1st EP 「音楽 -2nd Movement-」60秒SPOTを公開！ 昨年リリースした12th Album「音楽」の続編 ...,https://i.ytimg.com/vi/GNG-6TTpQA4/default.jpg,29702,0,7,7,39,fr,0,12,5,85,ja
1154,1154,4,tXYXLnYTTQg,"Passenger allegedly tries to stab flight attendant, open door",A United Airlines passenger was arrested after he allegedly tried to open a plane emergency exit door and then allegedly tried to ...,https://i.ytimg.com/vi/tXYXLnYTTQg/default.jpg,164020,0,9,1,61,en,0,22,3,133,en
1155,1155,5,RRd563fYvvY,Top leaders in China issue stark warning to the White House,"Top leaders in China, including the country's president, are issuing a warning aimed at the White House, ratcheting up tensions ...",https://i.ytimg.com/vi/RRd563fYvvY/default.jpg,11695,0,11,0,59,en,0,21,7,131,en
1156,1156,6,PZt00jQJ7LE,Emergency officials say prepare for the atmospheric river now,"As the next atmospheric river is expected on Thursday, emergency officials in the North Bay say to prepare now and consider ...",https://i.ytimg.com/vi/PZt00jQJ7LE/default.jpg,227299,0,9,0,61,en,0,21,4,127,en
1157,1157,7,aD5jafDTJ1w,"Protests against EU, NATO across Europe over Ukraine war | Latest World News | English News | WION",A group of people are protesting against the European Union. They are also against NATO supplying weapons to Ukraine.,https://i.ytimg.com/vi/aD5jafDTJ1w/default.jpg,17430,0,15,4,98,en,0,19,2,117,en
1158,1158,8,8gmF6hZT3sE,When will interest rates stop rising? | The Business | ABC News,"The Reserve Bank governor says the board is considering a pause after 10 consecutive interest rate rises, possibly as early as ...",https://i.ytimg.com/vi/8gmF6hZT3sE/default.jpg,10513,0,10,3,63,en,0,21,4,130,en
1159,1159,9,CG-HuV84jys,Battle for Ukraine&#39;s Bakhmut continues as Russian forces call for more support,Intense fighting has continued in and around the eastern Ukrainian city as Kyiv and Moscow seemingly struggle with ammunition ...,https://i.ytimg.com/vi/CG-HuV84jys/default.jpg,88386,0,14,3,82,en,0,19,3,129,en
1160,1160,10,qOpZh3qJuPQ,Calls grow for Mexican cartel crackdown after Americans killed,A deadly Mexico kidnapping revealed this week the dangers Americans face in their pursuit of health care abroad as medical ...,https://i.ytimg.com/vi/qOpZh3qJuPQ/default.jpg,113802,0,9,0,62,en,0,20,3,126,en
1161,1161,11,FWrDeFzXBSk,Avril Lavigne KISSES Tyga After Mod Sun Breakup | E! News,Avril Lavigne and Tyga seemingly confirm their romance after her breakup from Mod Sun. See the moment from the Mugler x ...,https://i.ytimg.com/vi/FWrDeFzXBSk/default.jpg,50066,0,10,2,57,en,0,21,4,123,en
1162,1162,12,-RW4e0zBJ1Y,Millions under winter alerts | WNT,"Plus, another brutal snowstorm hammers California, as residents are still digging out from historic snowfalls from the last storm.",https://i.ytimg.com/vi/-RW4e0zBJ1Y/default.jpg,136433,0,5,1,34,de,0,19,3,130,en
1163,1163,13,kTpsJyqOMGQ,中國東北「鏽帶」的養老金危機－ BBC News 中文,黑龍江是中國東北「銹帶」的一部分，這裡曾是中國最重要的工業基地。但上世紀90年代的國有企業改革改變了這裡的命運。 年輕人 ...,https://i.ytimg.com/vi/kTpsJyqOMGQ/default.jpg,70268,0,6,0,27,zh-tw,0,6,3,64,zh-tw
1164,1164,14,sgOfiK8MAbY,"After education and employment, Taliban target private life | Latest News | English News | WION","The Taliban administration in Afghanistan continues to mistreat women, and now hundreds of them risk prosecution for adultery ...",https://i.ytimg.com/vi/sgOfiK8MAbY/default.jpg,23226,0,13,4,95,en,0,18,4,129,en
1165,1165,15,yMtPIUs24qI,"Albanese travels to India to talk tech, trade and defence | ABC News",Prime Minister Anthony Albanese is travelling to India for the Australia-India Annual Leaders' Summit where he will also attend a ...,https://i.ytimg.com/vi/yMtPIUs24qI/default.jpg,4125,0,12,2,68,en,0,21,5,133,en
1166,1166,16,tvym-y8YoLo,Watch North West and Ice Spice Dance Together on TikTok | E! News,"It's no secret North West considers rapper Ice Spice to be one of her favorite artists. So, how does North feel about meeting her ...",https://i.ytimg.com/vi/tvym-y8YoLo/default.jpg,103365,0,12,2,65,en,0,25,6,133,en
1167,1167,17,KpOgf32TMYs,"Mga opisyal at tauhan ng Bayawan Police sa Negros Oriental, inalis sa pwesto kasunod ng Degamo slay",Inalis na sa puwesto ang mga opisyal at tauhan ng Bayawan Police sa Negros Oriental. Kasunod ito ng pagpatay kay Negros ...,https://i.ytimg.com/vi/KpOgf32TMYs/default.jpg,256201,0,17,1,99,tl,0,21,4,123,tl
1168,1168,18,aPeAyepPtpc,"Another Norfolk Southern train derails in Springfield, Ohio | WNT","Twenty-eight cars from a massive 212 car train derailed, including four empty tankers with residual amounts of diesel exhaust fluid ...",https://i.ytimg.com/vi/aPeAyepPtpc/default.jpg,224272,0,9,2,65,en,0,21,5,135,en
1169,1169,19,LvI88UnU2JQ,Drunk Indian Student Urinates on Passenger in Flight  | ISH News,"Recently there have been a lot of incidents of fights, arguments, peeing etc on board flights. ISH News has released a lot of videos ...",https://i.ytimg.com/vi/LvI88UnU2JQ/default.jpg,14221,0,10,1,64,de,0,24,6,136,en
